time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
47.054065,0.066875,0.629655,0.008396
47.093873,0.076426,0.564067,-0.017444
47.123728,0.147816,0.620530,-0.015390
47.153584,0.026360,0.718369,0.031081
47.193391,0.122894,0.666991,0.023942
47.223247,0.061988,0.780423,-0.041849
47.263054,0.084939,0.745241,-0.016526
47.292909,0.082423,0.884908,-0.014994
47.322765,-0.087249,1.069716,0.039916
47.362572,0.516672,0.438694,-0.309496
47.392428,0.020614,0.187217,0.205154
47.422283,-0.944213,0.153697,0.715799
47.462090,0.321928,0.826681,-0.423462
47.491945,0.339318,1.347732,-0.954533
47.521801,-0.106399,1.324996,-0.085767
47.561608,0.310352,0.720099,0.278673
47.591463,0.074894,0.500461,0.179577
47.621319,0.270798,0.545337,-0.188993
47.661126,0.262838,0.788899,-0.136515
47.690982,-0.160235,0.784499,0.197303
47.720837,0.135300,0.666381,0.177150
47.760645,0.119869,0.990005,-0.033829
47.790500,-0.151918,0.991748,-0.010949
47.820356,0.068879,0.846391,-0.105362
47.860163,0.100201,0.651002,-0.087271
47.890018,-0.103920,0.588846,0.210849
47.929826,0.453041,0.831472,0.373371
47.959681,-0.319909,0.746357,0.201163
47.989537,0.321611,0.840880,-0.229140
48.029344,0.001826,0.925244,-0.124160
48.059199,0.022527,0.705267,0.046971
48.089055,-0.023787,0.799243,0.042970
48.128862,0.096429,0.767622,-0.110239
48.158718,0.027597,0.751913,-0.028483
48.188573,-0.102660,0.710823,0.075759
48.228381,0.032242,0.787939,0.097817
48.258236,0.089016,0.725863,0.043802
48.288092,0.020384,0.733163,0.007176
48.327899,-0.014240,0.680120,-0.014405
48.357754,0.067257,0.635003,0.000923
48.387610,0.039740,0.707155,0.013707
48.427417,0.072463,0.692103,0.004862
48.457273,0.073242,0.660787,-0.042618
48.487128,0.004794,0.687798,0.012556
48.526935,0.028826,0.661289,-0.035173
48.556791,0.089130,0.643510,-0.015466
48.586646,0.005020,0.607690,0.041554
48.626454,-0.092538,0.550614,0.074851
48.656309,-0.017418,0.528700,-0.027408
48.696116,0.005049,0.590229,-0.000185
48.725972,-0.015261,0.597179,0.049517
48.755827,0.059884,0.544811,0.023722
48.795635,0.016626,0.539331,0.022982
48.825490,-0.037089,0.509005,-0.042102
48.855346,0.025264,0.467628,-0.050310
48.895153,-0.010790,0.519800,-0.041375
48.925008,0.012849,0.469497,-0.027805
48.954864,0.032224,0.423109,0.012337
48.994671,0.000773,0.450378,0.026485
49.024527,0.060889,0.412638,-0.002204
49.054382,0.091054,0.372468,0.023998
49.094189,0.070699,0.398025,0.007819
49.124045,0.025497,0.413120,-0.040578
49.153900,0.064317,0.356348,-0.076648
49.193708,0.054858,0.348614,-0.003969
49.223563,-0.015838,0.344412,0.027725
49.253419,0.034615,0.263302,-0.039138
49.293226,0.036169,0.175751,0.002173
49.323081,-0.073462,0.230667,0.010321
49.362888,-0.023004,0.268532,-0.124769
49.392744,-0.068830,0.290731,-0.100573
49.422599,-0.036455,0.213702,0.002920
49.462407,0.086921,0.165505,0.052563
49.492262,0.023123,0.263152,-0.073782
49.522118,-0.177870,0.305011,-0.108284
49.561925,-0.030455,0.005367,-0.043520
49.591780,-0.009849,-0.063446,0.025265
49.621636,-0.006126,0.002925,0.101517
49.661443,-0.066123,0.086381,0.156823
49.691298,-0.080993,0.013650,0.124322
49.721154,-0.003987,-0.022254,0.052268
49.760961,-0.059745,0.045989,0.014441
49.790817,-0.071500,0.007920,-0.005852
49.820672,-0.078843,-0.016356,0.047536
49.860479,-0.021554,-0.049481,-0.014341
49.890335,-0.043762,-0.102111,-0.101504
49.920190,-0.111282,-0.152792,-0.071805
49.959997,-0.073773,-0.229875,0.073220
49.989853,-0.039956,-0.204744,0.074175
50.029660,-0.024172,-0.191071,-0.035923
50.059516,0.000373,-0.149487,0.029174
50.089371,0.049370,-0.199147,0.103818
50.129178,0.124114,-0.274562,0.014225
50.159034,0.084537,-0.234388,-0.012207
50.188889,0.058797,-0.203765,0.014527
50.228696,0.125730,-0.256174,-0.067617
50.268504,0.105267,-0.266479,0.013670
50.288407,0.006500,-0.275764,0.031156
50.328214,-0.000077,-0.397360,0.011655
50.358070,0.101108,-0.398065,0.005285
50.387925,0.049884,-0.344128,0.110382
50.427733,-0.033601,-0.352124,0.123685
50.457589,0.070596,-0.444173,0.012958
50.487444,0.021769,-0.463962,0.040098
50.527252,-0.037941,-0.430068,0.009872
50.557107,0.085875,-0.445669,-0.062145
50.586962,0.024214,-0.509867,0.012055
50.626770,-0.065361,-0.470904,0.014424
50.656625,0.002672,-0.547169,-0.011068
50.696432,-0.039523,-0.660672,-0.051771
50.726288,-0.163862,-0.678829,-0.017989
50.756143,-0.209446,-0.566987,-0.016960
50.795950,0.015273,-0.540283,0.062241
50.825806,-0.042755,-0.663663,0.120960
50.855661,-0.128384,-0.549521,0.129060
50.895469,0.010388,-0.634710,0.083840
50.925318,0.001579,-0.728420,0.019230
50.955173,0.065044,-0.640575,-0.014679
50.994981,0.042618,-0.620451,0.002880
51.024836,-0.001783,-0.685807,0.083263
51.054691,0.064200,-0.693148,0.064021
51.094499,0.075230,-0.680659,0.015051
51.124354,0.138088,-0.784580,0.042799
51.154210,-0.020690,-1.075869,-0.082792
51.194017,-0.410813,-1.100942,-0.147191
51.223872,0.497981,-0.516572,-0.401606
51.253728,0.306061,-0.125364,0.093913
51.293535,-0.669992,-0.333267,0.534786
51.323391,0.846480,-1.011183,-0.330287
51.353246,0.506889,-1.143279,-0.484176
51.393053,-0.433686,-1.400323,0.159910
51.422909,0.451476,-0.817111,-0.378184
51.452762,0.022370,-0.411084,0.035578
51.492569,0.120651,-0.495616,0.194532
51.522425,0.232461,-0.489845,-0.275663
51.552280,-0.124618,-0.808050,-0.279230
51.592088,0.093775,-1.313040,0.255366
51.621943,-0.204226,-0.987814,0.372179
51.661750,-0.024321,-0.527453,-0.035489
51.691606,-0.020629,-0.654401,-0.247281
51.721461,-0.081682,-0.772999,-0.109795
51.761269,-0.100653,-0.873846,0.024268
51.791124,0.022810,-0.821347,0.145484
51.820979,-0.050511,-0.765603,0.149510
51.860787,0.101611,-0.835638,-0.054418
51.890642,-0.186673,-0.754864,-0.028790
51.920498,-0.150362,-0.834915,0.050664
51.960305,0.075550,-0.755131,-0.160699
51.990160,-0.029184,-0.743793,-0.017354
52.020016,-0.070384,-0.764203,0.019857
52.059823,-0.138876,-0.762047,-0.008831
52.089679,-0.068871,-0.778083,0.047274
52.119534,-0.136008,-0.660386,0.077171
52.159341,-0.104816,-0.665218,-0.076712
52.189197,-0.005846,-0.757445,-0.072988
52.219052,-0.056258,-0.722695,0.071407
52.258860,-0.205762,-0.638651,0.096553
52.288715,0.052161,-0.658124,-0.071119
52.328523,-0.009564,-0.588191,-0.026855
52.358378,-0.222797,-0.664791,0.069296
52.388233,-0.166960,-0.690770,0.047355
52.428041,-0.046546,-0.599018,-0.004294
52.457897,-0.138534,-0.528750,0.030905
52.487753,-0.049422,-0.555391,0.004299
52.527560,0.044866,-0.567273,0.052667
52.557415,-0.047333,-0.538544,0.108997
52.587271,-0.055806,-0.534289,-0.014430
52.627078,0.058844,-0.566363,-0.068716
52.656934,0.013484,-0.508990,0.043174
52.686789,-0.137684,-0.458127,0.044472
52.726597,-0.048035,-0.500426,-0.045787
52.756452,0.050415,-0.457337,-0.030046
52.786307,0.070841,-0.389471,0.055111
52.826115,-0.009636,-0.442478,0.004225
52.855970,0.012871,-0.411040,-0.017962
52.885826,0.023061,-0.397357,0.034132
52.925633,0.108938,-0.409478,-0.006181
52.955488,0.021026,-0.382068,-0.043698
52.985344,-0.048509,-0.381710,-0.073558
53.025151,-0.118367,-0.262510,-0.017099
53.055007,-0.040956,-0.250985,-0.033103
53.094814,-0.005570,-0.275259,0.022529
53.124669,-0.056022,-0.262926,0.004737
53.154525,0.076876,-0.277939,-0.146561
53.194332,-0.069160,-0.140909,0.001947
53.224188,-0.021002,-0.163746,0.056650
53.254043,0.070247,-0.233672,0.001381
53.293850,-0.191511,-0.071809,0.073252
53.323706,-0.181118,-0.001254,0.033207
53.353561,-0.097631,-0.150502,-0.030677
53.393368,-0.115817,-0.232815,-0.025020
53.423224,-0.147781,-0.017864,0.059040
53.453079,0.019997,-0.023538,-0.021833
53.492887,-0.013363,-0.056266,0.034342
53.522742,-0.036141,0.053274,0.073479
53.552598,0.062690,0.085777,0.015238
53.592405,0.118854,0.052895,0.003018
53.622260,-0.016018,0.077080,0.048146
53.652116,0.099952,0.054690,0.003084
53.691923,0.113435,0.164620,-0.032921
53.721778,-0.017038,0.213937,-0.055628
53.761586,0.089846,0.046337,-0.058954
53.791441,0.103910,0.127124,-0.052321
53.821297,0.020667,0.289777,0.001437
53.861104,0.005033,0.232467,0.004971
53.890959,0.116024,0.164013,-0.036403
53.920815,0.032726,0.292764,-0.034840
53.960622,0.073496,0.346837,-0.021635
53.990477,0.108704,0.293500,0.078485
54.020333,0.045390,0.242331,0.036054
54.060140,-0.006889,0.253544,0.065515
54.089995,0.071017,0.266848,0.021275
54.119851,-0.019954,0.296589,0.039782
54.159658,-0.137100,0.462684,0.042578
54.189514,0.065871,0.384027,-0.129947
54.219369,0.111374,0.416966,-0.060136
54.259176,0.038020,0.415289,0.121440
54.289032,0.126261,0.367578,0.032088
54.318887,0.183929,0.454727,-0.096567
54.358694,0.170079,0.645920,-0.082888
54.388550,0.106222,0.521596,0.011537
54.428357,0.056004,0.583188,-0.053178
54.458212,0.157705,0.696695,-0.105023
54.488068,0.142493,0.568919,0.060753
54.527875,-0.001386,0.446951,0.149373
54.557730,-0.060933,0.556026,0.047475
54.587586,-0.011499,0.609853,-0.024248
54.627393,0.010412,0.616351,0.087498
54.657248,-0.051079,0.597390,0.084717
54.687104,0.067199,0.589379,-0.054879
54.726911,0.056630,0.732110,-0.087535
54.756766,0.070548,0.668161,0.000148
54.786622,0.025303,0.661590,0.084695
54.826429,0.094088,0.644947,-0.064360
54.856285,0.109712,0.701245,-0.038996
54.886140,0.067329,0.922525,0.029285
54.925947,0.015526,0.945073,0.135005
54.955803,0.662746,0.512224,-0.394197
54.985658,-0.139791,0.405999,-0.019016
55.025465,-0.406304,-0.196077,0.731933
55.055321,0.354010,0.863762,-0.376889
55.095128,0.087852,1.476690,-0.845156
55.124983,-0.084757,1.060978,0.176475
55.154839,0.235809,0.840437,0.494186
55.194646,-0.019201,0.555551,0.105631
55.224501,0.374344,0.584940,-0.137181
55.254357,0.194086,0.654703,-0.192588
55.294164,-0.055200,0.691021,0.238910
55.324019,-0.016629,0.794423,0.195041
55.353874,-0.033884,0.981498,-0.009612
55.393682,-0.055354,0.821350,-0.225834
55.423537,0.174756,0.762232,0.028438
55.453392,0.338953,0.567272,-0.075167
55.493200,0.022175,0.717150,0.144727
55.523055,0.037341,0.822628,0.177036
55.552910,0.357260,0.867403,-0.028461
55.592718,0.439762,0.989287,-0.029578
55.622573,-0.300159,0.836879,0.133901
55.652428,0.348119,0.599123,-0.089276
55.692236,0.086819,0.794855,0.002806
55.722091,-0.072283,0.690257,0.068434
55.751946,0.083404,0.752668,0.059049
55.791753,0.103933,0.725265,0.101123
55.821609,0.028879,0.780319,0.100948
55.861416,0.070276,0.748068,0.019405
55.891271,0.054678,0.655016,0.063746
55.921127,0.022720,0.749138,0.075174
55.960934,0.085565,0.679858,-0.021280
55.990789,-0.041236,0.697017,-0.004100
56.020645,-0.284054,0.704309,0.108638
56.060452,-0.047808,0.646525,0.045479
56.090307,0.085933,0.622663,-0.005079
56.120163,-0.079136,0.673666,0.049239
56.159970,0.052854,0.588183,-0.028367
56.189825,-0.024837,0.652161,0.017854
56.219680,-0.107453,0.548897,0.114046
56.259488,-0.045695,0.526299,-0.035676
56.289343,-0.026605,0.595551,-0.041369
56.319198,-0.031548,0.548120,0.079087
56.359005,-0.056090,0.588409,0.005591
56.388861,0.088865,0.543248,-0.095187
56.428668,0.014097,0.497368,0.047400
56.458523,-0.064011,0.509896,0.052721
56.488379,0.006440,0.459221,-0.078190
56.528186,0.077497,0.478965,-0.024270
56.558041,-0.017276,0.496583,0.090062
56.587896,-0.020761,0.396344,0.024170
56.627704,0.063810,0.363769,-0.012055
56.657559,0.002946,0.443306,0.047543
56.687414,-0.023979,0.425763,-0.054100
56.727221,0.111820,0.341320,-0.038019
56.757077,0.026624,0.371906,0.085317
56.786932,-0.005955,0.340924,0.077720
56.826739,0.011705,0.287010,-0.126815
56.856595,-0.042795,0.270639,-0.107522
56.886450,-0.058506,0.263681,0.033410
56.926257,-0.008113,0.206687,0.026244
56.956112,0.016322,0.258894,-0.022838
56.985968,0.017615,0.338724,-0.045181
57.025775,0.080038,0.201235,-0.019661
57.055630,0.141157,0.131263,-0.026845
57.085486,0.022917,0.157170,0.018376
57.125293,-0.020102,0.141958,0.001409
57.155148,0.090502,0.036849,-0.004964
57.194955,-0.066892,0.004647,0.074506
57.224810,-0.091357,-0.001623,0.055766
57.254666,0.007831,0.001780,0.032410
57.294473,-0.130577,0.097659,-0.008833
57.324328,-0.160429,-0.016825,-0.084591
57.354183,-0.095434,-0.121552,-0.070135
57.393991,-0.024324,-0.004576,-0.034965
57.423846,-0.034457,-0.032578,0.017136
57.453701,0.025408,-0.089416,0.044331
57.493508,-0.046927,-0.039901,0.069296
57.523364,-0.046213,-0.115200,0.059058
57.553219,0.024338,-0.186474,0.081206
57.593026,-0.040796,-0.188689,0.025070
57.622881,-0.060129,-0.218468,0.037052
57.652737,-0.007033,-0.265648,0.033930
57.692544,-0.088350,-0.143211,0.005769
57.722399,-0.021158,-0.153746,-0.012263
57.752254,0.047241,-0.191753,0.056280
57.792062,-0.056580,-0.112088,0.032246
57.821917,0.044310,-0.226657,-0.097595
57.861724,0.087336,-0.226020,0.040532
57.891579,-0.058247,-0.221363,0.102818
57.921435,-0.072101,-0.433415,0.012578
57.961242,-0.045406,-0.411124,0.009914
57.991097,-0.064171,-0.355910,0.004177
58.020952,0.093044,-0.302397,0.015076
58.060759,0.123148,-0.446680,0.060453
58.090615,0.016173,-0.494922,-0.019898
58.120470,-0.023981,-0.492477,0.006368
58.160277,0.027296,-0.516713,0.093341
58.190132,0.008046,-0.570058,0.008251
58.219988,-0.034303,-0.526570,-0.016032
58.259795,0.020811,-0.531600,0.057563
58.289650,-0.023955,-0.533205,0.086471
58.319505,0.030601,-0.566246,-0.022449
58.359312,-0.011939,-0.614905,-0.044218
58.389168,-0.057210,-0.604670,-0.015734
58.419023,-0.036194,-0.665752,0.008023
58.458830,-0.039698,-0.573453,0.023712
58.488685,-0.027774,-0.609469,0.042840
58.528492,0.011243,-0.676553,-0.016050
58.558348,-0.019290,-0.649007,0.023838
58.588203,-0.009553,-0.706701,0.000244
58.628010,-0.027785,-0.697644,-0.004790
58.657865,-0.055311,-0.660270,0.050767
58.687721,0.012134,-0.686406,-0.031956
58.727528,0.232575,-0.803755,-0.045159
58.757383,-0.309406,-1.099055,-0.048572
58.787238,-0.631868,-1.063980,0.164603
58.827045,0.930039,-0.260629,-0.446949
58.856901,-0.171605,-0.174535,0.018718
58.886756,-0.956830,-0.368262,0.416812
58.926563,1.121551,-0.886635,-0.721124
58.956418,0.029072,-1.216998,-0.109671
58.986274,-0.598976,-1.554672,0.568796
59.026081,0.378612,-0.481327,-0.121736
59.055936,-0.389170,-0.355101,-0.134222
59.085791,-0.328293,-0.564574,0.017310
59.125598,-0.057873,-0.611199,-0.351905
59.155454,-0.179872,-0.853903,-0.015812
59.195261,-0.166826,-0.971874,0.302806
59.225116,-0.269642,-1.126738,0.371804
59.254971,-0.111381,-0.870346,0.069931
59.294778,0.001729,-0.580274,-0.324550
59.324634,-0.165628,-0.646790,0.023381
59.354489,0.061191,-0.815529,0.128006
59.394296,-0.062522,-0.840519,0.076204
59.424151,-0.149153,-0.789094,0.026136
59.454007,0.122750,-0.729489,-0.072437
59.493814,-0.050028,-0.846260,0.113911
59.523670,-0.106672,-0.809694,0.208304
59.553525,0.022973,-0.728747,-0.049808
59.593332,-0.085424,-0.738935,0.096844
59.623187,-0.079350,-0.739683,0.085073
59.653043,0.014021,-0.713314,-0.074950
59.692850,-0.029757,-0.818602,0.010113
59.722705,-0.191622,-0.665388,0.135573
59.752560,-0.029365,-0.561430,-0.018075
59.792367,0.114044,-0.696331,-0.044855
59.822223,-0.107669,-0.762717,0.149168
59.862030,-0.243306,-0.661925,0.168206
59.891885,0.066974,-0.641724,-0.135335
59.921740,0.079598,-0.599253,-0.083568
59.961547,-0.260078,-0.569811,0.175327
59.991402,-0.092132,-0.645717,0.005668
60.021258,0.094674,-0.567368,-0.067611
60.061065,-0.070008,-0.458526,0.156322
60.090920,-0.052266,-0.283063,0.126832
60.120775,-0.054710,-0.406455,-0.015439
60.160582,-0.138430,-0.656612,0.024321
60.190437,-0.166027,-0.514907,0.135153
60.220293,-0.049267,-0.509544,-0.017132
60.260100,0.002219,-0.575700,-0.065304
60.289955,-0.054500,-0.451571,0.071820
60.319810,-0.123001,-0.539922,0.038294
60.359617,0.063433,-0.584493,-0.043638
60.389472,0.048528,-0.418055,0.102610
60.419328,-0.031779,-0.354460,0.106028
60.459135,-0.073893,-0.496515,-0.053697
60.488990,-0.061840,-0.440623,-0.009956
60.518845,-0.053213,-0.321554,0.046539
60.558652,-0.015679,-0.383676,0.024324
60.588507,0.104761,-0.405888,0.029674
60.628314,-0.094383,-0.248873,0.107267
60.658170,-0.220041,-0.340874,-0.065565
60.688025,-0.098903,-0.451709,-0.125975
60.727832,-0.154975,-0.152466,0.087919
60.757687,-0.129464,-0.103794,0.049802
60.787542,-0.004005,-0.200981,-0.091885
60.827349,0.052398,-0.153112,-0.091491
60.857205,-0.015279,-0.147535,0.036047
60.887060,-0.087661,-0.150220,0.066709
60.926867,-0.019463,-0.194475,-0.059385
60.956722,-0.012158,-0.049428,-0.053857
60.986577,-0.091623,0.002624,-0.004433
61.026384,-0.059115,-0.093419,-0.015118
61.056240,0.016908,-0.092122,-0.032440
61.086095,0.054638,-0.034449,0.014310
61.125902,0.072443,0.001142,0.039061
61.155757,0.023494,0.020235,0.007359
61.185612,0.036566,0.078558,0.004217
61.225419,0.106625,-0.007506,-0.002208
61.255275,0.123871,0.109975,0.028140
61.285130,0.010663,0.217995,-0.014697
61.324937,0.077030,0.106186,-0.044626
61.354792,0.145119,0.093543,0.008567
61.394599,0.016499,0.252763,0.002166
61.424454,0.086978,0.225808,-0.023363
61.454308,0.169433,0.211381,-0.012034
61.494115,0.026023,0.285875,0.072466
61.523971,-0.037911,0.239505,0.005621
61.553826,0.012929,0.252083,-0.025870
61.593633,-0.026361,0.274338,0.048104
61.623488,0.011774,0.270394,-0.016330
61.653343,0.054929,0.345027,-0.021545
61.693150,-0.016815,0.388889,-0.002872
61.723005,0.006660,0.375945,-0.065533
61.752861,0.066149,0.378201,-0.039719
61.792668,0.057163,0.446204,0.000355
61.822523,0.092529,0.387097,0.027048
61.852378,0.111123,0.384902,0.040854
61.892185,0.066834,0.466644,-0.018175
61.922040,0.069690,0.472106,-0.081435
61.961847,0.073476,0.517208,-0.034920
61.991702,0.087954,0.533194,0.016088
62.021558,0.148608,0.543353,-0.022440
62.061365,0.090754,0.543696,-0.010967
62.091220,0.125450,0.559060,-0.029316
62.121075,0.060974,0.592573,-0.058376
62.160882,0.111257,0.549147,0.010838
62.190737,0.034965,0.596203,0.029097
62.220593,0.098074,0.624023,-0.003392
62.260399,0.090734,0.624716,-0.043680
62.290255,0.022783,0.608095,0.006625
62.320110,0.020080,0.663104,0.004556
62.359917,0.055501,0.641310,-0.028848
62.389772,0.014957,0.651299,0.007927
62.419627,0.099560,0.684765,-0.003060
62.459434,0.123123,0.718848,-0.066201
62.489289,0.112034,0.992259,0.000593
62.519145,0.085942,1.154620,0.028653
62.558952,0.595614,0.366237,-0.400181
62.588807,-0.515432,-0.208189,0.237939
62.618662,-0.080888,-0.314330,0.434165
62.658469,0.215953,1.208775,-0.708700
62.688324,-0.294214,1.378579,-0.365592
62.728131,0.427847,1.103453,0.221098
62.757986,0.207452,0.964768,-0.047119
62.787842,-0.273389,0.744581,-0.014767
62.827649,0.219220,0.485125,-0.168134
62.857504,0.168706,0.358549,-0.238841
62.887359,-0.142630,0.416354,0.185066
62.927166,0.270316,0.942971,0.099874
62.957021,0.141071,1.157757,0.088187
62.986876,-0.202185,0.951541,0.012806
63.026683,0.036034,0.716120,-0.129992
63.056538,0.216849,0.521904,0.005140
63.086394,0.213138,0.437431,0.087387
63.126201,0.230593,0.712592,0.081688
63.156056,0.102332,0.913590,-0.034304
63.185911,0.146639,0.916028,-0.215414
63.225718,0.024525,0.823452,-0.087876
63.255573,0.022576,0.633648,0.053772
63.285428,0.113151,0.578627,0.048765
63.325235,0.028621,0.713859,0.123898
63.355090,0.032993,0.729455,-0.012847
63.394897,0.125627,0.632594,-0.069388
63.424753,0.044153,0.635921,0.051237
63.454608,0.051896,0.684771,-0.022382
63.494415,0.157176,0.706437,-0.060916
63.524270,0.052577,0.708011,0.031697
63.554125,0.057426,0.659698,0.030850
63.593932,0.095627,0.594885,0.015367
63.623787,0.119735,0.630947,0.031026
63.653642,0.036724,0.682983,0.095786
63.693449,0.122720,0.651218,-0.037967
63.723304,0.167992,0.507508,-0.090588
63.753160,-0.054060,0.499185,0.082192
63.792967,0.078489,0.521274,-0.007666
63.822822,0.104494,0.547493,-0.118639
63.852677,-0.005508,0.540846,0.043169
63.892484,-0.061556,0.538851,0.107292
63.922339,0.024199,0.448028,-0.077001
63.952194,0.021266,0.386305,-0.076923
63.992001,-0.054193,0.481837,0.111818
64.021856,-0.028432,0.402927,0.007402
64.061663,0.027546,0.385321,-0.042451
64.091518,-0.089208,0.454656,0.065640
64.121374,-0.031047,0.424606,-0.001140
64.161181,0.029946,0.363197,-0.029638
64.191036,-0.054486,0.389834,0.074075
64.220891,-0.031442,0.392609,0.086621
64.260698,-0.015085,0.296221,0.000139
64.290553,0.011326,0.291540,-0.040295
64.320408,0.044077,0.326670,-0.024438
64.360215,0.037838,0.346310,-0.017186
64.390070,0.091619,0.256060,-0.058895
64.419925,0.161734,0.248949,-0.032813
64.459732,0.013598,0.312021,0.019182
64.489588,0.214801,0.261574,-0.146107
64.519443,0.096763,0.090606,-0.032369
64.559250,0.133844,0.285814,0.183714
64.589105,0.157647,0.126823,0.000242
64.618960,0.120606,0.092465,-0.050492
64.658767,-0.009425,0.194506,0.117326
64.688622,0.030081,0.153770,-0.010563
64.728429,0.157525,0.103939,-0.082692
64.758284,0.033096,0.065883,-0.005660
64.788139,0.002958,0.020510,-0.022858
64.827946,0.120143,0.010209,-0.022418
64.857801,-0.018704,0.011214,0.046992
64.887657,-0.081859,0.101970,0.048067
64.927464,0.037341,-0.079385,-0.010304
64.957319,-0.012751,-0.040922,0.052475
64.987174,-0.119913,-0.021146,0.026060
65.026981,-0.025387,-0.155950,0.003325
65.056836,-0.043990,-0.073729,0.050756
65.086691,-0.129887,-0.085029,-0.007338
65.126498,0.005964,-0.152734,-0.010126
65.156354,-0.042214,-0.143115,0.018199
65.186209,-0.155296,-0.156903,0.023238
65.226016,0.022558,-0.242498,0.005925
65.255871,-0.032543,-0.231733,0.035394
65.285726,-0.115090,-0.194552,0.049069
65.325533,0.111136,-0.249938,-0.040130
65.355388,0.037788,-0.188775,0.071193
65.385243,-0.029523,-0.239670,0.065330
65.425050,0.109625,-0.409417,-0.024552
65.454907,0.040080,-0.398292,-0.015298
65.494714,-0.012967,-0.254609,0.043565
65.524569,0.087185,-0.360525,-0.038221
65.554424,0.100480,-0.353946,0.018509
65.594231,-0.012246,-0.393713,0.065573
65.624086,0.017927,-0.437809,0.024786
65.653942,0.053238,-0.391481,-0.016095
65.693749,0.038459,-0.426466,0.021134
65.723604,0.001197,-0.455954,-0.037453
65.753459,-0.016574,-0.472958,-0.080350
65.793266,0.003977,-0.446125,-0.044819
65.823121,-0.003996,-0.410217,0.013018
65.852976,-0.060624,-0.496159,0.017777
65.892783,-0.026758,-0.530076,0.019890
65.922639,-0.011192,-0.547625,0.055079
65.952494,-0.050231,-0.527405,0.055866
65.992301,-0.003599,-0.603488,-0.019818
66.022156,-0.007779,-0.564717,0.015287
66.061963,-0.080867,-0.525621,-0.002059
66.091818,-0.002259,-0.590899,-0.082930
66.121674,-0.011213,-0.621616,0.030201
66.161481,-0.083016,-0.607423,0.058919
66.191336,-0.024355,-0.652914,-0.025128
66.221191,0.098208,-0.711567,0.010612
66.260998,-0.416452,-0.816796,0.110510
66.290853,0.146707,-0.395802,-0.037796
66.320709,0.406315,-0.093292,-0.174911
66.360516,-0.605072,-0.592921,0.231277
66.390371,0.187161,-0.724060,-0.061386
66.420226,0.579321,-0.443702,-0.266362
66.460032,-0.435388,-1.261317,0.227032
66.489887,0.067044,-1.045424,-0.088037
66.519742,0.248317,-0.585191,-0.257254
66.559549,-0.548611,-0.714845,0.476576
66.589405,-0.200716,-0.162379,0.298566
66.619260,0.551419,-0.132657,-0.751307
66.659067,-0.333139,-1.016320,0.210347
66.688922,-0.808125,-1.481634,0.269378
66.728729,0.258566,-0.648788,0.061914
66.758584,0.298528,-0.453556,-0.121564
66.788440,-0.097048,-0.470400,-0.047710
66.828247,-0.093560,-0.392566,0.061054
66.858102,0.091005,-0.699920,-0.056627
66.887957,-0.089282,-0.812028,0.122149
66.927764,0.012052,-0.487741,0.321936
66.957619,0.205181,-0.509590,-0.186697
66.987475,-0.059102,-0.662462,-0.063761
67.027282,-0.050658,-0.748139,0.212779
67.057137,0.032489,-0.506356,-0.055931
67.086992,-0.028727,-0.613455,-0.146059
67.126799,-0.084565,-0.499304,0.195991
67.156654,0.025274,-0.504802,-0.026473
67.186510,0.093002,-0.680328,-0.189127
67.226317,-0.158516,-0.664147,0.205745
67.256172,0.014242,-0.456070,0.114316
67.286027,0.138383,-0.417305,-0.219827
67.325834,-0.162474,-0.609384,0.096167
67.355689,-0.054234,-0.573069,0.174116
67.395496,0.023267,-0.539024,-0.148440
67.425351,-0.045128,-0.552645,-0.012662
67.455207,-0.067548,-0.508681,0.097296
67.495014,0.042926,-0.410853,-0.041759
67.524869,-0.009059,-0.494683,-0.033907
67.554724,-0.055449,-0.528088,0.097935
67.594531,-0.085659,-0.496617,-0.002690
67.624386,-0.037618,-0.512338,-0.048027
67.654242,-0.021917,-0.482741,0.052592
67.694049,-0.118271,-0.343140,-0.009566
67.723904,-0.033921,-0.411181,-0.065080
67.753759,0.007751,-0.373092,0.002461
67.793566,-0.023053,-0.322948,0.024709
67.823421,0.043476,-0.399545,-0.000828
67.853276,0.079728,-0.360581,-0.008853
67.893083,0.032434,-0.316251,-0.016980
67.922939,0.039956,-0.389426,-0.019892
67.952794,0.014673,-0.307644,0.005306
67.992601,0.003669,-0.219346,-0.038111
68.022456,0.048483,-0.268438,-0.015267
68.062263,-0.156342,-0.249624,0.085171
68.092118,-0.215879,-0.201206,0.003662
68.121974,-0.030575,-0.255814,0.002102
68.161780,-0.063608,-0.185429,0.069253
68.191636,-0.082590,-0.190987,0.001991
68.221491,0.040275,-0.194873,-0.008972
68.261298,-0.044332,-0.160092,0.051514
68.291153,-0.063669,-0.136767,0.000733
68.321008,0.008032,-0.166138,-0.048460
68.360815,-0.000873,-0.105082,0.006984
68.390670,-0.052347,-0.060924,0.028209
68.420526,0.042444,-0.137945,-0.031791
68.460333,-0.003146,-0.046300,-0.001785
68.490188,-0.060565,-0.018775,-0.000915
68.520043,0.010645,-0.060402,-0.010395
68.559850,0.028706,-0.021528,0.023115
68.589705,-0.054141,0.042436,0.038533
68.619560,-0.012721,-0.004460,0.007706
68.659367,0.051949,0.009978,0.017417
68.689223,-0.008146,0.107130,0.036855
68.729030,-0.033382,0.076734,-0.012946
