Time [s],Channel A [V],Channel B [V]
0.38515625,0.004962,0
0.385546875,0.009924,0
0.3859375,0.007443,0.025
0.386328125,0.007443,0
0.38671875,0.007443,0.025
0.387109375,0.004962,0
0.3875,0.007443,0
0.387890625,0.007443,-0.025
0.38828125,0.007443,0
0.388671875,0.009924,0
0.3890625,0.009924,0
0.389453125,0.009924,0
0.38984375,0.009924,0.025
0.390234375,0.007443,0.025
0.390625,0.009924,0
0.391015625,0.007443,0
0.39140625,0.007443,0
0.391796875,0.004962,0
0.3921875,0.007443,0
0.392578125,0.007443,0
0.39296875,0.004962,0
0.393359375,0.007443,0
0.39375,0.007443,0
0.394140625,0.007443,0
0.39453125,0.007443,-0.025
0.394921875,0.007443,-0.025
0.3953125,0.007443,0
0.395703125,0.004962,0
0.39609375,0.007443,0
0.396484375,0.007443,0
0.396875,0.002481,-0.025
0.397265625,0.007443,-0.025
0.39765625,0.004962,0
0.398046875,0.007443,-0.025
0.3984375,0.007443,0
0.398828125,0.004962,0
0.39921875,0.007443,-0.025
0.399609375,0.007443,0
